department_name,course_name,semester_year,term_name,course_code,student_id_count,high_school_gpa_mean
Anthropology,Introduction to Biological Anthropology,2015,Fall,ANTH-0200,16,3.215625
Music and Performing Arts,Introduction to Biological Anthropology,2017,Fall,ANTH-0200,1,3.51
Philosophy,Introduction to Biological Anthropology,2020,Fall,ANTH-0200,1,2.61
Classics,Introduction to Biological Anthropology,2017,Fall,ANTH-0200,1,3.2
Art,Art Through Time: A Global View,2019,Fall,ARTC-0100,25,3.178
Art,Art Through Time: A Global View,2020,Fall,ARTC-0100,15,3.174666667
Geography,Art Through Time: A Global View,2014,Fall,ARTC-0100,1,3.28
Health,Art Through Time: A Global View,2019,Fall,ARTC-0100,1,3.52
Urban Studie,Art Through Time: A Global View,2018,Fall,ARTC-0100,1,3.33
Religion,Art Through Time: A Global View,2019,Fall,ARTC-0100,1,3.68
Art,Introduction to Visual Studies,2015,Fall,ARTC-1100,16,3.368125
Classics,Introduction to Visual Studies,2016,Fall,ARTC-1100,1,3.3
Design,Introduction to General Astronomy,2015,Fall,ASTR-1200,1,3.09
Design,Introduction to General Astronomy,2019,Fall,ASTR-1200,1,3.05
World Languages,Introduction to General Astronomy,2014,Fall,ASTR-1200,1,2.89
Urban Studie,Introduction to General Astronomy,2017,Fall,ASTR-1200,1,3.13
Biology,COVID-19 SARS-CoV-2 and the Pandemic,2018,Fall,BIOL-2300,5,3.346
Architecture,COVID-19 SARS-CoV-2 and the Pandemic,2018,Fall,BIOL-2300,2,3.035
Architecture,COVID-19 SARS-CoV-2 and the Pandemic,2015,Fall,BIOL-2300,2,3.02
Film,COVID-19 SARS-CoV-2 and the Pandemic,2017,Fall,BIOL-2300,1,3.84
Personal Development,Human Behavioral Biology,2017,Fall,BIOL-6100,1,3.78
World Languages,Human Behavioral Biology,2014,Fall,BIOL-6100,1,2.89
Computer Science,Human Behavioral Biology,2017,Fall,BIOL-6100,1,3.06
Design,Human Behavioral Biology,2015,Fall,BIOL-6100,2,3.345
Archaeology,Human Behavioral Biology,2017,Fall,BIOL-6100,1,3.19
Music and Performing Arts,Human Behavioral Biology,2015,Fall,BIOL-6100,2,3.39
Biology,Introduction to Cellular & Molecular Biology,2016,Fall,BIOL-6600,4,3.0425
Biology,Introduction to Cellular & Molecular Biology,2015,Fall,BIOL-6600,6,3.025
Film,Introduction to Cellular & Molecular Biology,2016,Fall,BIOL-6600,1,2.84
Business,Straight Talk About Stem Cells,2017,Fall,BIOL-8600,1,3.16
Design,Straight Talk About Stem Cells,2015,Fall,BIOL-8600,1,2.55
Data Science,Straight Talk About Stem Cells,2017,Fall,BIOL-8600,1,3.02
Chemistry,Chemistry (Chemical Stoichiometry),2018,Fall,CHEM-0400,6,3.36
Chemistry,Introduction to Chemical Engineering,2014,Fall,CHEM-1800,23,3.332173913
Chemistry,Introduction to Chemical Engineering,2017,Fall,CHEM-1800,20,2.9925
Communication,Introduction to Chemical Engineering,2014,Fall,CHEM-1800,2,3.15
Chemistry,Introduction to Chemical Engineering,2018,Fall,CHEM-1800,5,3.416
Architecture,Introduction to Chemical Engineering,2016,Fall,CHEM-1800,1,2.9
Health,Introduction to Chemical Engineering,2019,Fall,CHEM-1800,1,2.33
Literature,Introduction to Quantum Chemistry,2014,Fall,CHEM-2000,2,2.88
World Languages,Introduction to Quantum Chemistry,2018,Fall,CHEM-2000,1,3.29
Chemistry,Principles of Chemical Science,2016,Fall,CHEM-3600,23,3.303043478
Film,Principles of Chemical Science,2018,Fall,CHEM-3600,1,2.92
Chemistry,Principles of Chemical Science,2015,Fall,CHEM-3600,6,3.325
Design,Principles of Chemical Science,2018,Fall,CHEM-3600,1,3.34
Classics,Classical Mythology,2015,Fall,CLAS-0800,21,3.191904762
Architecture,Classical Mythology,2019,Fall,CLAS-0800,1,3.26
History,Classical Mythology,2017,Fall,CLAS-0800,1,4.04
Sociology,Classical Mythology,2017,Fall,CLAS-0800,1,3.46
Communication,Classical Mythology,2020,Fall,CLAS-0800,1,2.83
Architecture,Classical Mythology,2018,Fall,CLAS-0800,1,3.2
Environment and Natural Resources,Classical Mythology,2014,Fall,CLAS-0800,1,3.65
Psychology and Neuroscience,Classical Mythology,2015,Fall,CLAS-0800,1,2.93
Geography,Introduction to Design Thinking,2016,Fall,DESI-0800,1,3.33
Architecture,Introduction to Design Thinking,2016,Fall,DESI-0800,1,3.32
Communication,Introduction to Design Thinking,2016,Fall,DESI-0800,1,3.1
Religion,Introduction to Design Thinking,2018,Fall,DESI-0800,1,4.46
Psychology and Neuroscience,Introduction to Design Thinking,2018,Fall,DESI-0800,1,2.64
Urban Studie,Engineering Health: Introduction to Yoga and Physiology,2016,Fall,HEAL-0400,1,3.45
Sociology,Engineering Health: Introduction to Yoga and Physiology,2015,Fall,HEAL-0400,1,3.17
Urban Studie,Engineering Health: Introduction to Yoga and Physiology,2020,Fall,HEAL-0400,1,3.46
Music and Performing Arts,Epidemiology and Control of Infectious Diseases,2017,Fall,HEAL-0600,1,2.48
Archaeology,Epidemiology and Control of Infectious Diseases,2014,Fall,HEAL-0600,1,2.94
Film,Epidemiology and Control of Infectious Diseases,2014,Fall,HEAL-0600,1,3.14
History,CIA in the Third World,2014,Fall,HIST-1900,5,2.976
Health,CIA in the Third World,2018,Fall,HIST-1900,1,3.24
Design,CIA in the Third World,2014,Fall,HIST-1900,1,2.78
Law,CIA in the Third World,2018,Fall,HIST-1900,1,2.56
Biology,Colonial and Revolutionary America,2017,Fall,HIST-2000,1,2.98
Architecture,Colonial and Revolutionary America,2018,Fall,HIST-2000,1,3.04
Film,Colonial and Revolutionary America,2018,Fall,HIST-2000,3,3.01
Archaeology,Colonial and Revolutionary America,2018,Fall,HIST-2000,1,3.22
Music and Performing Arts,Colonial and Revolutionary America,2018,Fall,HIST-2000,1,3.73
Film,European Civilization from the Renaissance to the Present,2014,Fall,HIST-3100,2,3.165
Astronomy,European Civilization from the Renaissance to the Present,2015,Fall,HIST-3100,1,3.26
Computer Science,The Ancient Mediterranean World,2015,Fall,HIST-7200,1,3.67
Law,The Ancient Mediterranean World,2017,Fall,HIST-7200,2,2.875
Religion,The Ancient Mediterranean World,2017,Fall,HIST-7200,1,2.69
Physics,The Ancient Mediterranean World,2014,Fall,HIST-7200,2,2.91
Architecture,The Ancient Mediterranean World,2015,Fall,HIST-7200,1,3.35
Astronomy,US History: from Civil War to Present,2014,Fall,HIST-9800,1,2.84
Engineering,American Literature I: Beginnings to Civil War,2014,Fall,LITE-0100,1,3.46
Aeronautics,American Literature I: Beginnings to Civil War,2014,Fall,LITE-0100,1,2.45
Literature,American Literature I: Beginnings to Civil War,2017,Fall,LITE-0100,4,3.5875
Media Studies,American Literature I: Beginnings to Civil War,2019,Fall,LITE-0100,1,3.15
Astronomy,American Literature I: Beginnings to Civil War,2016,Fall,LITE-0100,1,3.46
Archaeology,American Literature I: Beginnings to Civil War,2018,Fall,LITE-0100,1,3.26
Business,American Literature I: Beginnings to Civil War,2015,Fall,LITE-0100,1,2.87
Environment and Natural Resources,Chaucer,2020,Fall,LITE-0500,1,3.25
Communication,Chaucer,2015,Fall,LITE-0500,1,3.48
Math,Chaucer,2017,Fall,LITE-0500,1,2.97
History,Chaucer,2015,Fall,LITE-0500,1,3.23
Economics and Finance,Introduction to Pre-Modern Japanese Literature and Culture,2014,Fall,LITE-3200,2,3.07
Biology,Introduction to Pre-Modern Japanese Literature and Culture,2018,Fall,LITE-3200,1,3.02
Literature,Introduction to Pre-Modern Japanese Literature and Culture,2017,Fall,LITE-3200,6,3.291666667
World Languages,Introduction to Pre-Modern Japanese Literature and Culture,2014,Fall,LITE-3200,1,2.93
Urban Studie,Introduction to Pre-Modern Japanese Literature and Culture,2016,Fall,LITE-3200,1,3
Aeronautics,Abstract Algebra,2020,Fall,MATH-0200,2,3.03
Art,Abstract Algebra,2017,Fall,MATH-0200,2,3.33
Anthropology,Abstract Algebra,2016,Fall,MATH-0200,2,3.225
Music and Performing Arts,Abstract Algebra,2015,Fall,MATH-0200,4,3.085
Business,Abstract Algebra,2016,Fall,MATH-0200,1,2.78
Classics,Calculus Part 1,2015,Fall,MATH-1600,1,2.97
Communication,Engineering Statistics,2017,Fall,MATH-3000,2,3.455
Film,Numerical Analysis,2015,Fall,MATH-5500,1,3.1
Classics,Numerical Analysis,2017,Fall,MATH-5500,2,3.21
Biology,Numerical Analysis,2014,Fall,MATH-5500,2,3.455
Anthropology,Rational Trigonometry,2015,Fall,MATH-5800,2,3.115
Film,Analytic Philosophy: Wilfrid Sellars,2015,Fall,PHIL-0500,2,3.205
Urban Studie,Analytic Philosophy: Wilfrid Sellars,2017,Fall,PHIL-0500,3,3.136666667
Physics,Analytic Philosophy: Wilfrid Sellars,2014,Fall,PHIL-0500,1,2.74
History,Analytic Philosophy: Wilfrid Sellars,2016,Fall,PHIL-0500,1,3.33
Geography,Analytic Philosophy: Wilfrid Sellars,2019,Fall,PHIL-0500,1,3.2
Music and Performing Arts,Ancient Philosophy: Aristotle and His Successors,2019,Fall,PHIL-1000,1,2.68
Archaeology,Ancient Philosophy: Aristotle and His Successors,2018,Fall,PHIL-1000,1,3.18
Psychology and Neuroscience,Ancient Philosophy: Aristotle and His Successors,2015,Fall,PHIL-1000,2,2.945
Political Science,Ancient Philosophy: Aristotle and His Successors,2018,Fall,PHIL-1000,1,3
Art,Ancient Philosophy: Aristotle and His Successors,2014,Fall,PHIL-1000,1,2.79
Philosophy,Argument Diagramming,2020,Fall,PHIL-1200,1,3.82
Literature,Argument Diagramming,2014,Fall,PHIL-1200,1,3.62
Biology,Argument Diagramming,2017,Fall,PHIL-1200,1,3.7
Media Studies,Critical Thinking,2017,Fall,PHIL-2100,2,3.31
Sociology,20th Century Philosophy: Martin Heidegger,2014,Fall,PHIL-5600,1,3.39
Health,20th Century Philosophy: Martin Heidegger,2016,Fall,PHIL-5600,1,3.39
Engineering,20th Century Philosophy: Martin Heidegger,2015,Fall,PHIL-5600,1,2.93
Urban Studie,20th Century Philosophy: Martin Heidegger,2017,Fall,PHIL-5600,1,3.41
Philosophy,20th Century Philosophy: Martin Heidegger,2017,Fall,PHIL-5600,1,3.6
Classics,Introduction to Political Philosophy: Study of Aristotle's Politics,2014,Fall,PHIL-8300,2,3.215
Engineering,Kant,2016,Fall,PHIL-8600,1,3.83
Philosophy,Kant,2015,Fall,PHIL-8600,1,3.43
World Languages,Kant,2016,Fall,PHIL-8600,1,3.22
Film,Lecture Course in Plato,2015,Fall,PHIL-9700,1,3.31
Anthropology,Lecture Course in Plato,2014,Fall,PHIL-9700,3,2.966666667
Personal Development,Lecture Course in Plato,2017,Fall,PHIL-9700,1,3.02
Personal Development,Lecture Course in Plato,2016,Fall,PHIL-9700,1,3.77
Design,Lecture Course in Plato,2014,Fall,PHIL-9700,1,2.97
Engineering,Lecture Course in Plato,2017,Fall,PHIL-9700,1,3.64
History,Lecture Course in Plato,2014,Fall,PHIL-9700,1,2.56
Design,Lecture Course in Plato,2015,Fall,PHIL-9700,1,3.66
Math,Life and Mind in Nature,2014,Fall,PHIL-9800,2,3.065
World Languages,Life and Mind in Nature,2014,Fall,PHIL-9800,2,2.97
Business,Life and Mind in Nature,2017,Fall,PHIL-9800,1,2.52
Media Studies,Nietzsche Beyond Good and Evil,2019,Fall,PHIL-11600,1,3.41
Film,Nietzsche Beyond Good and Evil,2016,Fall,PHIL-11600,1,3.03
Physics,Nietzsche Beyond Good and Evil,2017,Fall,PHIL-11600,1,3.38
Writing,Nietzsche Beyond Good and Evil,2014,Fall,PHIL-11600,1,3.42
Political Science,Nietzsche Beyond Good and Evil,2017,Fall,PHIL-11600,1,3.08
Political Science,Nietzsche Beyond Good and Evil,2016,Fall,PHIL-11600,1,2.93
Religion,Philosophy of Law,2014,Fall,PHIL-13600,1,3.42
Philosophy,Philosophy of Law,2015,Fall,PHIL-13600,2,2.7
Media Studies,Philosophy of Law,2017,Fall,PHIL-13600,1,3.37
Chemistry,Philosophy of Law,2014,Fall,PHIL-13600,1,3.78
Health,Social and Political Philosophy,2015,Fall,PHIL-17000,1,3.54
Religion,Social and Political Philosophy,2017,Fall,PHIL-17000,1,3.68
Economics and Finance,Social and Political Philosophy,2017,Fall,PHIL-17000,1,2.94
Anthropology,Social and Political Philosophy,2018,Fall,PHIL-17000,1,3.3
Archaeology,Social Theory the Humanities & Philosophy Now,2016,Fall,PHIL-17300,1,3.25
History,Atomic and Optical Physics I,2015,Fall,PHYS-0500,1,3.28
Law,Atomic and Optical Physics I,2014,Fall,PHYS-0500,2,3.58
Personal Development,Atomic and Optical Physics I,2016,Fall,PHYS-0500,1,3.13
Biology,Fundamentals of Physics,2016,Fall,PHYS-1800,1,2.89
Physics,Fundamentals of Physics,2019,Fall,PHYS-1800,4,3.2675
Archaeology,Fundamentals of Physics,2019,Fall,PHYS-1800,1,3.24
Psychology and Neuroscience,Fundamentals of Physics,2016,Fall,PHYS-1800,2,3.195
Physics,Loop Quantum Gravity,2016,Fall,PHYS-3300,2,3.225
Sociology,Loop Quantum Gravity,2018,Fall,PHYS-3300,1,3.19
Urban Studie,Loop Quantum Gravity,2015,Fall,PHYS-3300,1,3.62
Sociology,Loop Quantum Gravity,2016,Fall,PHYS-3300,1,3.23
Math,Loop Quantum Gravity,2018,Fall,PHYS-3300,1,3.47
Aeronautics,Loop Quantum Gravity,2016,Fall,PHYS-3300,1,3.41
Biology,Loop Quantum Gravity,2017,Fall,PHYS-3300,2,3.165
Architecture,Loop Quantum Gravity,2014,Fall,PHYS-3300,1,3.22
Sociology,Video & Materials,2018,Fall,PHYS-3500,1,3.62
Philosophy,Video & Materials,2015,Fall,PHYS-3500,1,3.68
Music and Performing Arts,Modern Theoretical Physics: Einstein's General Theory of Relativity (2012),2016,Fall,PHYS-4300,1,2.88
Math,Quantum Entanglement Part 1: (Video),2015,Fall,PHYS-5500,2,3.335
Chemistry,Quantum Entanglement Part 1: (Video),2015,Fall,PHYS-5500,1,3.05
Personal Development,Quantum Entanglement Part 1: (Video),2016,Fall,PHYS-5500,1,3.18
Aeronautics,Quantum Entanglement Part 1: (Video),2015,Fall,PHYS-5500,1,2.7
Aeronautics,Quantum Physics Made Relatively Simple,2015,Fall,PHYS-6400,4,2.8625
Religion,Quantum Physics Made Relatively Simple,2017,Fall,PHYS-6400,1,2.86
Political Science,Quantum Physics Made Relatively Simple,2014,Fall,PHYS-6400,1,3.75
Personal Development,The Character of Physical Law,2016,Fall,PHYS-9000,1,3.09
Art,The Character of Physical Law,2017,Fall,PHYS-9000,1,3.82
Classics,The Edges of the Universe,2017,Fall,PHYS-9300,1,3.19
World Languages,The Edges of the Universe,2014,Fall,PHYS-9300,1,3.52
Aeronautics,The Edges of the Universe,2014,Fall,PHYS-9300,1,3.22
Political Science,Election 2012,2014,Fall,POLI-0900,16,3.3
Media Studies,Election 2012,2018,Fall,POLI-0900,1,2.57
Biology,Election 2012,2014,Fall,POLI-0900,1,3.52
Health,Election 2012,2015,Fall,POLI-0900,1,2.97
Health,Perspectives on China (Video),2016,Fall,POLI-2200,2,2.995
Aeronautics,Perspectives on China (Video),2014,Fall,POLI-2200,1,3.32
Economics and Finance,The European Union in the New Millennium,2016,Fall,POLI-3200,1,2.46
Chemistry,The European Union in the New Millennium,2018,Fall,POLI-3200,1,3.28
Religion,Maps of Meaning: The Architecture of Belief (2017),2016,Fall,PSYC-4000,2,2.82
Urban Studie,Maps of Meaning: The Architecture of Belief (2017),2016,Fall,PSYC-4000,2,3.33
Music and Performing Arts,Maps of Meaning: The Architecture of Belief (2017),2016,Fall,PSYC-4000,1,3.14
Sociology,Maps of Meaning: The Architecture of Belief (2017),2018,Fall,PSYC-4000,1,3.26
World Languages,The Psychology Biology and Politics of Food,2015,Fall,PSYC-7900,1,2.85
Anthropology,The Psychology Biology and Politics of Food,2016,Fall,PSYC-7900,1,3.44
Astronomy,The Psychology Biology and Politics of Food,2017,Fall,PSYC-7900,1,3.9
Health,Christianity Through Its Scriptures,2018,Fall,RELI-1100,2,3.1
Urban Studie,Christianity Through Its Scriptures,2019,Fall,RELI-1100,1,3.1
Music and Performing Arts,Arabic for Beginners 1,2015,Fall,WORL-0200,2,3.005
World Languages,Arabic for Beginners 1,2014,Fall,WORL-0200,8,3.07875
Personal Development,Chinese Basic,2016,Fall,WORL-1500,2,3.475
World Languages,Chinese Basic,2017,Fall,WORL-1500,11,3.156363636
Sociology,Chinese Basic,2020,Fall,WORL-1500,2,3.39
Urban Studie,Chinese Basic,2018,Fall,WORL-1500,1,2.92
Computer Science,Chinese Basic,2016,Fall,WORL-1500,2,3.45
World Languages,Online Intermediate College Korean,2014,Fall,WORL-3100,4,3.22
World Languages,Online Intermediate College Korean,2018,Fall,WORL-3100,13,3.298461538
Architecture,Online Intermediate College Korean,2017,Fall,WORL-3100,1,2.5
Aeronautics,Aircraft Systems Engineering,2014,Fall,AERO-0100,24,3.277916667
Sociology,Aircraft Systems Engineering,2014,Fall,AERO-0100,4,2.7825
Computer Science,Aircraft Systems Engineering,2015,Fall,AERO-0100,2,3.585
Archaeology,Aircraft Systems Engineering,2016,Fall,AERO-0100,2,3.325
Data Science,Aircraft Systems Engineering,2017,Fall,AERO-0100,2,3.455
Religion,Aircraft Systems Engineering,2019,Fall,AERO-0100,1,3.37
Literature,Aircraft Systems Engineering,2017,Fall,AERO-0100,1,3.07
Sociology,C Programming: Getting Started,2015,Fall,COMP-2900,1,3.33
Music and Performing Arts,C Programming: Getting Started,2016,Fall,COMP-2900,1,2.88
Music and Performing Arts,C Programming: Getting Started,2017,Fall,COMP-2900,2,3.02
Personal Development,C Programming: Getting Started,2018,Fall,COMP-2900,1,2.5
Religion,C Programming: Getting Started,2015,Fall,COMP-2900,1,3.09
Writing,C Programming: Getting Started,2016,Fall,COMP-2900,1,3.43
Computer Science,C Programming: Getting Started,2019,Fall,COMP-2900,1,3.18
Film,Computer Architecture,2014,Fall,COMP-3400,1,3.68
Film,Computer Architecture,2017,Fall,COMP-3400,1,2.77
Biology,Computer Architecture,2017,Fall,COMP-3400,1,2.9
Aeronautics,Deep Learning,2015,Fall,COMP-5700,1,2.95
Archaeology,Deep Learning,2016,Fall,COMP-5700,2,3.43
Anthropology,Deep Learning,2015,Fall,COMP-5700,1,2.99
Archaeology,Deep Learning,2015,Fall,COMP-5700,1,2.55
Archaeology,Efficient Algorithms and Intractable Problems,2014,Fall,COMP-7000,1,2.82
Astronomy,Efficient Algorithms and Intractable Problems,2014,Fall,COMP-7000,1,2.87
Computer Science,Introduction to Information Studies,2020,Fall,COMP-11000,5,3.36
Architecture,Introduction to Information Studies,2016,Fall,COMP-11000,1,3.39
Art,Introduction to Information Studies,2019,Fall,COMP-11000,1,2.9
Business,Introduction to Information Studies,2015,Fall,COMP-11000,1,3.91
Design,Introduction to iPhone Application Development,2015,Fall,COMP-11100,1,3.08
Music and Performing Arts,Introduction to iPhone Application Development,2015,Fall,COMP-11100,1,3.55
Data Science,iPhone Application Development in iOS5 (Fall 2011),2018,Fall,COMP-11900,1,3.69
Urban Studie,iPhone Application Development in iOS5 (Fall 2011),2019,Fall,COMP-11900,1,4.05
Aeronautics,iPhone Application Development in iOS5 (Fall 2011),2015,Fall,COMP-11900,1,3.02
Psychology and Neuroscience,iPhone Application Development in iOS5 (Fall 2011),2015,Fall,COMP-11900,1,3.47
Computer Science,Learning from Data: A Machine Learning Course,2018,Fall,COMP-12200,2,3.405
Art,Learning from Data: A Machine Learning Course,2016,Fall,COMP-12200,1,3.34
Data Science,Learning from Data: A Machine Learning Course,2014,Fall,COMP-12200,1,2.24
Architecture,Learning from Data: A Machine Learning Course,2018,Fall,COMP-12200,1,3.46
Archaeology,Learning from Data: A Machine Learning Course,2017,Fall,COMP-12200,1,3.22
Data Science,Learning from Data: A Machine Learning Course,2016,Fall,COMP-12200,1,2.68
Aeronautics,Machine Structures,2019,Fall,COMP-13000,1,3.09
Psychology and Neuroscience,Machine Structures,2018,Fall,COMP-13000,1,3.08
Art,Machine Structures,2016,Fall,COMP-13000,1,3.36
Urban Studie,Probabilistic Systems Analysis and Applied Probability,2018,Fall,COMP-14500,1,3.25
Literature,Programming Languages and Compilers,2014,Fall,COMP-15000,1,2.97
Environment and Natural Resources,Programming Languages and Compilers,2016,Fall,COMP-15000,1,2.39
Urban Studie,Programming Languages and Compilers,2018,Fall,COMP-15000,1,3.71
Math,Programming Languages and Compilers,2017,Fall,COMP-15000,1,3.09
Writing,The Future of the Internet,2018,Fall,COMP-17100,2,3.175
Urban Studie,The Future of the Internet,2018,Fall,COMP-17100,2,3.28
Sociology,The Future of the Internet,2017,Fall,COMP-17100,1,3.43
Personal Development,The Future of the Internet,2017,Fall,COMP-17100,1,3.02
Biology,The Future of the Internet,2017,Fall,COMP-17100,1,3.7
Design,Creating Dashboards and Storytelling with Tableau,2016,Fall,DATA-0400,1,3.53
Music and Performing Arts,Creating Dashboards and Storytelling with Tableau,2014,Fall,DATA-0400,1,3.5
Computer Science,Data Science: R Basics,2017,Fall,DATA-1600,1,2.88
Media Studies,Data Science: R Basics,2020,Fall,DATA-1600,1,2.68
Health,Basic Electronics,2018,Fall,ENGI-0500,1,2.72
Engineering,Basic Electronics,2018,Fall,ENGI-0500,9,3.011111111
Anthropology,Basic Electronics,2014,Fall,ENGI-0500,1,2.93
Engineering,Electro Magnetic Fields,2014,Fall,ENGI-1900,7,3.244285714
Data Science,Electro Magnetic Fields,2014,Fall,ENGI-1900,2,2.905
Sociology,Electro Magnetic Fields,2018,Fall,ENGI-1900,1,3.09
Music and Performing Arts,Electro Magnetic Fields,2016,Fall,ENGI-1900,1,2.8
Psychology and Neuroscience,Electro Magnetic Fields,2019,Fall,ENGI-1900,1,2.85
Economics and Finance,Fundamentals of Photovoltaics,2019,Fall,ENGI-3400,1,3.38
Design,Fundamentals of Photovoltaics,2018,Fall,ENGI-3400,1,3.38
Psychology and Neuroscience,Fundamentals of Photovoltaics,2015,Fall,ENGI-3400,1,3.47
Media Studies,High-Speed Digital Design (requires registration),2016,Fall,ENGI-4000,1,3.4
Engineering,High-Speed Digital Design (requires registration),2016,Fall,ENGI-4000,5,3.196
Music and Performing Arts,High-Speed Digital Design (requires registration),2014,Fall,ENGI-4000,1,3.16
Personal Development,High-Speed Digital Design (requires registration),2014,Fall,ENGI-4000,2,3.495
Archaeology,High-Speed Digital Design (requires registration),2018,Fall,ENGI-4000,1,3.26
World Languages,High-Speed Digital Design (requires registration),2015,Fall,ENGI-4000,1,3.53
Business,Information and Entropy,2019,Fall,ENGI-4300,1,3.34
Aeronautics,Information and Entropy,2015,Fall,ENGI-4300,1,2.72
Classics,Information and Entropy,2016,Fall,ENGI-4300,1,3.42
Classics,Information and Entropy,2017,Fall,ENGI-4300,1,3.24
Law,Information and Entropy,2017,Fall,ENGI-4300,1,2.42
Communication,Microcontroller Design,2014,Fall,ENGI-5800,1,3.15
Archaeology,Microcontroller Design,2017,Fall,ENGI-5800,1,3.71
Astronomy,Microcontroller Design,2014,Fall,ENGI-5800,1,3.58
Psychology and Neuroscience,Self Serenity and Vulnerability,2018,Fall,LAW-2000,1,3.09
Film,Self Serenity and Vulnerability,2018,Fall,LAW-2000,2,3.375
Aeronautics,Self Serenity and Vulnerability,2014,Fall,LAW-2000,1,3.32
Business,Building Your Leadership Skills,2017,Fall,BUSI-1100,5,3.254
Media Studies,Building Your Leadership Skills,2018,Fall,BUSI-1100,1,2.84
Sociology,Building Your Leadership Skills,2018,Fall,BUSI-1100,1,3.36
Aeronautics,Building Your Leadership Skills,2015,Fall,BUSI-1100,1,3.24
Communication,Financial Accounting Fundamentals,2016,Fall,BUSI-3600,1,3.19
Business,Financial Accounting Fundamentals,2017,Fall,BUSI-3600,3,2.9
Environment and Natural Resources,Introduction to Data Analysis Using Excel,2015,Fall,BUSI-6500,1,3.38
Health,Introduction to Data Analysis Using Excel,2014,Fall,BUSI-6500,1,2.6
Psychology and Neuroscience,Strategic Marketing,2014,Fall,BUSI-9600,1,3.01
Computer Science,Strategic Marketing,2016,Fall,BUSI-9600,1,3.12
Law,Strategic Marketing,2017,Fall,BUSI-9600,1,2.56
Philosophy,Strategic Marketing,2017,Fall,BUSI-9600,1,2.8
Media Studies,Strategic Marketing,2017,Fall,BUSI-9600,1,3.45
Communication,Supply Chain Management & Logistics: An Intro to Principles and Concepts,2014,Fall,BUSI-9900,1,3.15
Literature,Supply Chain Management & Logistics: An Intro to Principles and Concepts,2016,Fall,BUSI-9900,1,2.95
Architecture,Supply Chain Management & Logistics: An Intro to Principles and Concepts,2015,Fall,BUSI-9900,1,3.02
Business,Supply Chain Management & Logistics: An Intro to Principles and Concepts,2014,Fall,BUSI-9900,4,3.175
Aeronautics,Game Theory and Economics,2016,Fall,ECON-3000,1,3.56
Music and Performing Arts,Game Theory and Economics,2015,Fall,ECON-3000,2,3.435
Film,Game Theory and Economics,2018,Fall,ECON-3000,1,2.84
Geography,The Austrian School of Economics: An Introduction,2016,Fall,ECON-7500,3,3.303333333
Health,Understanding Data,2016,Fall,ECON-8300,1,3.44
Engineering,Jazz and Culture,2020,Fall,MUSI-0800,2,3.265
Chemistry,Jazz and Culture,2017,Fall,MUSI-0800,1,2.84
Physics,Jazz and Culture,2019,Fall,MUSI-0800,1,3.32
Archaeology,Jazz and Culture,2019,Fall,MUSI-0800,1,3.17
Data Science,Listening to Music,2016,Fall,MUSI-0900,1,3.31
History,Listening to Music,2019,Fall,MUSI-0900,1,2.9
Film,Listening to Music,2014,Fall,MUSI-0900,1,4.08
Environment and Natural Resources,Listening to Music,2016,Fall,MUSI-0900,1,2.96
Computer Science,Italic Calligraphy & Handwriting,2017,Fall,ARTC-1400,1,2.75
Anthropology,Italic Calligraphy & Handwriting,2014,Fall,ARTC-1400,2,3.195
Design,Italic Calligraphy & Handwriting,2018,Fall,ARTC-1400,1,2.78
Physics,Basic Nursing Theory,2018,Fall,BIOL-0800,2,3.21
Political Science,Basic Nursing Theory,2014,Fall,BIOL-0800,1,3.37
Music and Performing Arts,Basic Nursing Theory,2020,Fall,BIOL-0800,1,3.29
Geography,Case Studies in Primary Healthcare,2016,Fall,BIOL-2000,1,3.35
Psychology and Neuroscience,Case Studies in Primary Healthcare,2018,Fall,BIOL-2000,1,3.69
Religion,Case Studies in Primary Healthcare,2018,Fall,BIOL-2000,1,3.63
Media Studies,Case Studies in Primary Healthcare,2016,Fall,BIOL-2000,1,3.32
Media Studies,Computational Molecular Biology,2015,Fall,BIOL-2200,1,3.67
Urban Studie,Computational Molecular Biology,2017,Fall,BIOL-2200,2,3.405
Aeronautics,Computational Molecular Biology,2015,Fall,BIOL-2200,1,2.59
Architecture,Course Info,2014,Fall,BIOL-3300,1,3.08
Literature,Course Info,2017,Fall,BIOL-3300,1,3.62
Urban Studie,Frontiers in Biomedical Engineering,2014,Fall,BIOL-3600,1,3.35
Psychology and Neuroscience,Frontiers in Biomedical Engineering,2014,Fall,BIOL-3600,1,2.99
History,Frontiers in Biomedical Engineering,2016,Fall,BIOL-3600,1,2.98
Engineering,General Biochemistry and Molecular Biology,2016,Fall,BIOL-4500,1,3.52
World Languages,General Biochemistry and Molecular Biology,2014,Fall,BIOL-4500,1,2.86
Urban Studie,Global Problems of Population Growth,2016,Fall,BIOL-5500,1,3.45
Political Science,Global Problems of Population Growth,2015,Fall,BIOL-5500,1,3.52
Film,Global Problems of Population Growth,2016,Fall,BIOL-5500,1,2.5
Economics and Finance,Global Problems of Population Growth,2016,Fall,BIOL-5500,1,3
Communication,Global Problems of Population Growth,2016,Fall,BIOL-5500,1,3.1
History,Global Problems of Population Growth,2017,Fall,BIOL-5500,1,2.98
World Languages,Global Problems of Population Growth,2016,Fall,BIOL-5500,1,3.45
Film,Introduction to Biology,2014,Fall,BIOL-6400,1,3.08
